id,gdp2017,qualityOfLife,polution
USA,14010799
Japan,4377940
Germany,3323400
China,3505530
UK,2799039
France,2594010
Italy,2116200
Canada,1424070
Spain,1440840
Brazil,1365979
Russia,1300119
India,1232819
South Korea,1049235
Mexico,1025580
Australia,856816
Turkey,647155
Belgium,458431
Sweden,462513
Switzerland,434089
Indonesia,432216
Saudi Arabia,384075
Poland,425321
Norway,387535
Austria,370610
Greece,309916
Denmark,310720
South Africa,286302
Argentina,262421
Ireland,259705
Thailand,247097
