id,gdp2017,qualityOfLife,polution
USA,17419000
Japan,4601461
Germany,3852556
China,10360104
UK,2941885
France,2829192
Italy,2144338
Canada,1786655
Spain,1404306
Brazil,2346118
Russia,1860597
India,2066902
South Korea,1410382
Mexico,1282720
Australia,1453770
Netherlands,869508
Turkey,799534
Belgium,533382
Sweden,570591
Switzerland,554324
Indonesia,888538
Saudi Arabia,746248
Poland,548003
Norway,500103
Austria,436343
Greece,237592
Denmark,341951
South Africa,255920
Ireland,245920
Iran,332134
