id,gdp2017,qualityOfLife,polution
USA,14369400
Japan,4886970
Germany,3655910
China,4532790
UK,2662650
France,2854229
Italy,2296629
Canada,1499110
Spain,1594470
Brazil,1638609
Russia,1667599
India,1214209
South Korea,931402
Mexico,1089949
Australia,1039420
Turkey,730336
Belgium,504889
Sweden,487576
Switzerland,500260
Indonesia,510504
Saudi Arabia,475093
Poland,528324
Norway,450919
Austria,412886
Greece,350300
Denmark,340800
Argentina,328464
South Africa,276451
Thailand,272456
Finland,269790
